date,household_id,has_senior,children
2025-01-06,1515,0,1
2025-01-06,1517,0,1
2025-01-06,1520,0,0
2025-01-06,1523,0,2
2025-01-06,1525,0,0
2025-01-06,1527,1,2
2025-01-06,1529,1,1
2025-01-06,1530,0,2
2025-01-06,1533,1,3
2025-01-06,1534,1,0
2025-01-06,1536,0,2
2025-01-06,1537,0,1
2025-01-06,1540,0,1
2025-01-06,1541,1,0
2025-01-06,1542,1,1
2025-01-06,1543,0,0
2025-01-06,1545,0,2
2025-01-06,1547,0,0
2025-01-06,1549,1,0
2025-01-06,1552,1,1
2025-01-06,1554,1,2
2025-01-06,1556,0,0
2025-01-06,1558,0,0
2025-01-06,1559,0,0
2025-01-06,1561,0,1
2025-01-06,1564,0,2
2025-01-06,1566,0,2
2025-01-06,1569,0,2
2025-01-06,1571,1,0
2025-01-06,1573,0,1
2025-01-06,1575,0,1
2025-01-06,1577,0,0
2025-01-06,1580,0,2
2025-01-06,1581,0,2
2025-01-06,1582,0,0
2025-01-06,1585,1,1
2025-01-06,1587,0,1
2025-01-06,1590,0,0
2025-01-06,1591,1,3
2025-01-06,1592,0,2
2025-01-06,1593,1,0
2025-01-06,1596,0,0
2025-01-06,1599,1,1
2025-01-06,1602,0,0
2025-01-06,1605,0,0
2025-01-06,1606,0,0
2025-01-06,1609,0,2
2025-01-06,1610,0,2
2025-01-06,1613,1,1
2025-01-06,1614,0,0
2025-01-06,1615,0,2
2025-01-06,1616,1,0
2025-01-06,1618,0,0
2025-01-06,1621,1,0
2025-01-06,1623,0,1
2025-01-06,1625,0,3
2025-01-06,1626,0,3
2025-01-06,1628,1,2
2025-01-06,1629,1,1
2025-01-06,1632,1,0
2025-01-06,1634,0,2
2025-01-06,1636,0,2
2025-01-06,1638,1,0
2025-01-07,1639,0,0
2025-01-07,1642,0,0
2025-01-07,1643,1,0
2025-01-07,1646,0,0
2025-01-07,1648,0,2
2025-01-07,1649,1,0
2025-01-07,1652,0,0
2025-01-07,1653,0,0
2025-01-07,1655,0,3
2025-01-07,1656,0,2
2025-01-07,1659,0,2
2025-01-07,1660,0,0
2025-01-07,1663,1,0
2025-01-07,1664,0,1
2025-01-07,1666,0,2
2025-01-07,1669,1,2
2025-01-07,1672,0,1
2025-01-07,1675,0,3
2025-01-07,1676,0,2
2025-01-07,1677,0,1
2025-01-07,1680,0,3
2025-01-07,1681,0,2
2025-01-07,1682,0,2
2025-01-07,1684,0,2
2025-01-07,1686,0,2
2025-01-07,1687,0,1
2025-01-07,1689,0,0
2025-01-07,1691,0,1
2025-01-07,1692,0,0
2025-01-07,1694,0,0
2025-01-07,1696,0,3
2025-01-07,1699,0,0
2025-01-07,1700,0,2
2025-01-07,1703,1,1
2025-01-07,1706,0,0
2025-01-07,1709,1,3
2025-01-07,1710,0,1
2025-01-07,1712,0,1
2025-01-07,1715,0,1
2025-01-07,1716,0,2
2025-01-07,1717,0,1
2025-01-07,1718,0,2
2025-01-08,1719,0,0
2025-01-08,1720,1,0
2025-01-08,1721,1,3
2025-01-08,1722,1,2
2025-01-08,1723,0,2
2025-01-08,1724,0,1
2025-01-08,1726,0,1
2025-01-08,1728,0,1
2025-01-08,1730,1,2
2025-01-08,1733,1,0
2025-01-08,1734,0,0
2025-01-08,1737,0,0
2025-01-08,1740,0,0
2025-01-08,1743,0,2
2025-01-08,1744,0,1
2025-01-08,1745,0,1
2025-01-08,1746,0,1
2025-01-08,1749,0,1
2025-01-08,1750,0,0
2025-01-08,1753,0,0
2025-01-08,1755,1,0
2025-01-08,1758,1,2
2025-01-08,1761,0,2
2025-01-08,1764,0,1
2025-01-08,1766,0,1
2025-01-08,1769,0,2
2025-01-08,1771,1,1
2025-01-08,1774,0,1
2025-01-08,1776,0,3
2025-01-08,1778,1,0
2025-01-08,1780,1,0
2025-01-08,1782,0,2
2025-01-08,1784,1,1
2025-01-08,1787,0,0
2025-01-08,1788,0,0
2025-01-08,1790,0,2
2025-01-08,1792,1,2
2025-01-09,1793,0,3
2025-01-09,1796,1,0
2025-01-09,1798,1,1
2025-01-09,1799,0,3
2025-01-09,1800,0,2
2025-01-09,1802,0,0
2025-01-09,1804,0,0
2025-01-09,1806,0,3
2025-01-09,1808,0,2
2025-01-09,1811,1,0
2025-01-09,1813,0,1
2025-01-09,1815,0,0
2025-01-09,1818,0,0
2025-01-09,1821,1,0
2025-01-09,1823,0,0
2025-01-09,1826,0,1
2025-01-09,1827,0,0
2025-01-09,1828,0,0
2025-01-09,1831,1,1
2025-01-09,1832,1,2
2025-01-09,1833,0,0
2025-01-09,1834,0,0
2025-01-09,1836,0,0
2025-01-09,1839,1,2
2025-01-09,1841,1,0
2025-01-09,1843,0,2
2025-01-09,1844,0,1
2025-01-09,1846,0,1
2025-01-09,1849,1,0
2025-01-09,1851,0,1
2025-01-09,1853,0,1
2025-01-09,1854,0,2
2025-01-09,1856,0,0
2025-01-09,1859,0,1
2025-01-09,1862,1,0
2025-01-09,1863,0,0
2025-01-09,1864,0,3
2025-01-09,1865,1,3
2025-01-09,1867,0,3
2025-01-09,1868,1,2
2025-01-09,1871,0,3
2025-01-10,1874,1,2
2025-01-10,1875,0,0
2025-01-10,1877,0,0
2025-01-10,1879,1,2
2025-01-10,1882,0,1
2025-01-10,1885,0,3
2025-01-10,1887,0,0
2025-01-10,1890,1,1
2025-01-10,1891,0,2
2025-01-10,1892,0,0
2025-01-10,1893,0,0
2025-01-10,1895,0,0
2025-01-10,1897,0,3
2025-01-10,1899,1,1
2025-01-10,1900,0,0
2025-01-10,1902,0,0
2025-01-10,1904,0,2
2025-01-10,1907,0,0
2025-01-10,1909,0,1
2025-01-10,1910,0,1
2025-01-10,1911,1,0
2025-01-10,1912,1,0
2025-01-10,1915,1,0
2025-01-10,1918,0,0
2025-01-10,1920,1,1
2025-01-10,1921,0,0
2025-01-10,1923,1,0
2025-01-10,1925,0,2
2025-01-10,1927,0,1
2025-01-10,1928,1,1
2025-01-10,1930,0,0
2025-01-10,1933,0,3
2025-01-10,1934,1,1
2025-01-10,1935,0,2
2025-01-10,1938,0,3
2025-01-10,1941,1,0
2025-01-10,1944,0,0
2025-01-10,1947,0,0
2025-01-10,1949,0,2
2025-01-10,1951,0,3
2025-01-10,1952,0,0
2025-01-10,1953,0,0
2025-01-10,1954,0,0
2025-01-10,1956,0,1
2025-01-10,1958,0,0
2025-01-10,1961,0,0
2025-01-10,1963,1,2
2025-01-10,1966,0,3
2025-01-10,1968,1,0
2025-01-10,1969,0,0
2025-01-10,1970,0,0
2025-01-10,1972,1,0
2025-01-10,1975,0,1
2025-01-10,1977,0,2
2025-01-10,1979,0,0
2025-01-10,1980,0,0
2025-01-10,1983,0,0
2025-01-10,1986,0,0
2025-01-10,1987,0,3
2025-01-10,1988,0,1
2025-01-11,1990,0,0
2025-01-11,1991,0,0
2025-01-11,1993,0,0
2025-01-11,1994,1,0
2025-01-11,1997,1,0
2025-01-11,1999,1,0
2025-01-11,2000,1,0
2025-01-11,2002,0,0
2025-01-11,2004,1,0
2025-01-11,2005,0,3
2025-01-11,2006,0,1
2025-01-11,2009,0,2
2025-01-11,2011,0,2
2025-01-11,2013,0,2
2025-01-11,2016,0,0
2025-01-11,2017,1,3
2025-01-11,2020,0,0
2025-01-11,2021,1,2
2025-01-11,2023,0,1
2025-01-11,2025,1,0
2025-01-11,2028,0,0
2025-01-11,2030,1,0
2025-01-11,2032,0,2
2025-01-11,2033,0,0
2025-01-11,2034,0,1
2025-01-11,2035,1,1
2025-01-11,2037,1,0
2025-01-11,2039,0,2
2025-01-11,2041,1,3
2025-01-11,2042,0,2
2025-01-12,2045,0,0
2025-01-12,2046,0,0
2025-01-12,2049,0,0
2025-01-12,2051,0,0
2025-01-12,2053,0,2
2025-01-12,2054,0,0
2025-01-12,2055,0,0
2025-01-12,2057,0,0
2025-01-12,2060,0,1
2025-01-12,2062,0,0
2025-01-12,2065,1,3
2025-01-12,2068,0,1
2025-01-12,2070,0,0
2025-01-12,2073,0,3
2025-01-12,2074,0,0
2025-01-12,2077,0,0
2025-01-12,2079,0,0
2025-01-12,2081,1,0
2025-01-12,2084,0,0
2025-01-12,2086,1,3
2025-01-12,2088,0,2
2025-01-12,2090,0,0
2025-01-12,2091,0,0
2025-01-12,2094,0,0
2025-01-12,2095,0,0
2025-01-12,2098,0,0
2025-01-12,2099,0,1
2025-01-12,2102,0,1
2025-01-12,2105,0,1
2025-01-12,2106,0,0
2025-01-12,2109,0,1
2025-01-12,2111,0,0
2025-01-12,2114,0,0
2025-01-12,2117,0,2
2025-01-12,2120,0,1
2025-01-12,2123,0,2
2025-01-12,2125,0,0
2025-01-12,2126,1,2
2025-01-12,2128,0,0
2025-01-13,2131,0,0
2025-01-13,2133,1,2
2025-01-13,2136,1,0
2025-01-13,2139,0,1
2025-01-13,2141,0,0
2025-01-13,2143,1,2
2025-01-13,2145,1,2
2025-01-13,2146,0,2
2025-01-13,2147,0,0
2025-01-13,2149,0,1
2025-01-13,2151,0,2
2025-01-13,2153,0,0
2025-01-13,2155,1,0
2025-01-13,2157,0,0
2025-01-13,2158,0,2
2025-01-13,2161,1,0
2025-01-13,2162,1,0
2025-01-13,2164,0,0
2025-01-13,2165,0,1
2025-01-13,2166,0,0
2025-01-13,2167,1,0
2025-01-13,2170,0,2
2025-01-13,2173,0,0
2025-01-13,2175,1,0
2025-01-13,2177,0,2
2025-01-13,2180,1,2
2025-01-13,2183,1,0
2025-01-13,2186,1,2
2025-01-13,2189,0,0
2025-01-13,2190,0,1
2025-01-13,2191,0,0
2025-01-13,2193,0,0
2025-01-13,2194,0,1
2025-01-13,2196,0,0
2025-01-13,2199,0,1
2025-01-13,2201,0,0
2025-01-13,2204,1,0
2025-01-13,2205,1,2
2025-01-13,2206,1,1
2025-01-13,2208,0,0
2025-01-13,2210,1,0
2025-01-13,2211,0,3
2025-01-13,2212,0,0
2025-01-13,2213,0,2
2025-01-13,2216,1,1
2025-01-13,2218,0,0
2025-01-13,2220,1,1
2025-01-13,2221,0,2
2025-01-13,2224,0,2
2025-01-13,2227,1,1
2025-01-13,2230,0,3
2025-01-13,2231,0,3
2025-01-13,2233,0,1
2025-01-13,2235,1,0
2025-01-13,2238,1,3
2025-01-13,2240,1,0
2025-01-13,2243,1,2
2025-01-13,2246,0,0
2025-01-13,2247,0,2
2025-01-14,2250,0,1
2025-01-14,2252,0,3
2025-01-14,2253,0,1
2025-01-14,2255,0,3
2025-01-14,2257,1,0
2025-01-14,2260,0,1
2025-01-14,2262,1,0
2025-01-14,2265,0,1
2025-01-14,2267,0,1
2025-01-14,2268,0,1
2025-01-14,2271,0,0
2025-01-14,2272,0,2
2025-01-14,2273,0,0
2025-01-14,2275,1,2
2025-01-14,2277,0,1
2025-01-14,2280,0,0
2025-01-14,2282,0,2
2025-01-14,2284,0,0
2025-01-14,2286,1,0
2025-01-14,2287,0,1
2025-01-14,2289,1,0
2025-01-14,2290,0,0
2025-01-14,2292,0,2
2025-01-14,2294,0,3
2025-01-14,2295,0,0
2025-01-14,2298,0,1
2025-01-14,2301,0,0
2025-01-14,2304,0,0
2025-01-14,2307,0,3
2025-01-14,2309,1,0
2025-01-14,2312,0,3
2025-01-14,2313,0,1
2025-01-14,2315,0,0
2025-01-14,2316,1,2
2025-01-14,2317,1,0
2025-01-14,2320,1,0
2025-01-14,2322,0,0
2025-01-14,2325,0,0
2025-01-14,2327,0,2
2025-01-15,2328,0,1
2025-01-15,2330,0,0
2025-01-15,2331,0,2
2025-01-15,2334,0,0
2025-01-15,2337,0,0
2025-01-15,2339,0,0
2025-01-15,2340,0,3
2025-01-15,2342,1,0
2025-01-15,2345,0,1
2025-01-15,2346,0,3
2025-01-15,2347,0,0
2025-01-15,2348,1,1
2025-01-15,2351,0,1
2025-01-15,2352,0,1
2025-01-15,2355,0,0
2025-01-15,2357,1,1
2025-01-15,2358,1,1
2025-01-15,2361,0,2
2025-01-15,2363,0,1
2025-01-15,2365,0,0
2025-01-15,2366,1,2
2025-01-15,2369,1,0
2025-01-15,2371,0,0
2025-01-15,2372,1,0
2025-01-15,2373,0,2
2025-01-15,2375,0,0
2025-01-15,2378,0,0
2025-01-15,2379,0,3
2025-01-15,2381,0,1
2025-01-15,2384,0,2
2025-01-15,2386,1,1
2025-01-15,2387,1,1
2025-01-15,2388,0,2
2025-01-15,2390,0,2
2025-01-15,2391,0,0
2025-01-15,2392,0,2
2025-01-15,2395,0,3
2025-01-15,2398,1,3
2025-01-15,2401,0,1
2025-01-15,2403,0,0
2025-01-15,2406,1,1
2025-01-15,2407,0,1
2025-01-15,2410,0,1
2025-01-15,2412,1,2
2025-01-16,2415,0,1
2025-01-16,2418,0,0
2025-01-16,2421,0,2
2025-01-16,2424,0,2
2025-01-16,2425,0,2
2025-01-16,2428,0,0
2025-01-16,2431,0,1
2025-01-16,2434,1,0
2025-01-16,2435,0,0
2025-01-16,2438,1,1
2025-01-16,2440,0,0
2025-01-16,2443,0,1
2025-01-16,2444,0,0
2025-01-16,2446,0,1
2025-01-16,2447,0,2
2025-01-16,2449,0,0
2025-01-16,2451,0,0
2025-01-16,2454,0,0
2025-01-16,2457,1,1
2025-01-16,2460,1,1
2025-01-16,2461,0,2
2025-01-16,2464,0,2
2025-01-16,2465,0,0
2025-01-16,2466,0,2
2025-01-16,2469,0,0
2025-01-16,2472,0,1
2025-01-16,2473,0,0
2025-01-16,2475,1,1
2025-01-16,2478,1,0
2025-01-16,2481,1,2
2025-01-16,2484,0,3
2025-01-16,2485,1,1
2025-01-16,2487,0,0
2025-01-16,2489,0,0
2025-01-17,2492,1,0
2025-01-17,2495,0,0
2025-01-17,2498,0,0
2025-01-17,2499,1,1
2025-01-17,2502,0,1
2025-01-17,2503,0,0
2025-01-17,2504,1,2
2025-01-17,2507,0,2
2025-01-17,2508,1,1
2025-01-17,2509,1,0
2025-01-17,2510,0,0
2025-01-17,2513,0,2
2025-01-17,2516,0,1
2025-01-17,2519,0,1
2025-01-17,2522,1,0
2025-01-17,2525,1,3
2025-01-17,2527,0,2
2025-01-17,2529,0,0
2025-01-17,2530,0,0
2025-01-17,2533,0,0
2025-01-17,2535,0,0
2025-01-17,2537,1,0
2025-01-17,2540,0,0
2025-01-17,2541,1,1
2025-01-17,2542,0,3
2025-01-17,2545,0,2
2025-01-17,2548,0,3
2025-01-17,2549,0,1
2025-01-17,2551,0,1
2025-01-17,2553,0,3
2025-01-17,2554,1,1
2025-01-17,2556,1,0
2025-01-17,2558,0,0
2025-01-17,2559,1,0
2025-01-17,2560,0,0
2025-01-17,2563,1,1
2025-01-17,2565,0,0
2025-01-17,2566,0,0
2025-01-17,2569,1,3
2025-01-17,2572,0,2
2025-01-17,2573,1,2
2025-01-17,2575,0,0
2025-01-17,2578,0,2
2025-01-17,2580,0,1
2025-01-18,2582,0,0
2025-01-18,2583,0,0
2025-01-18,2585,1,0
2025-01-18,2587,0,0
2025-01-18,2589,0,0
2025-01-18,2590,0,0
2025-01-18,2591,0,2
2025-01-18,2594,0,1
2025-01-18,2597,0,0
2025-01-18,2599,0,1
2025-01-18,2600,1,0
2025-01-18,2601,1,0
2025-01-18,2603,0,0
2025-01-18,2605,0,0
2025-01-18,2606,1,0
2025-01-18,2607,1,0
2025-01-18,2608,0,0
2025-01-18,2610,1,0
2025-01-18,2611,0,1
2025-01-18,2613,1,0
2025-01-18,2615,1,0
2025-01-18,2618,1,3
2025-01-18,2620,0,3
2025-01-18,2622,1,3
2025-01-18,2624,0,0
2025-01-18,2625,0,3
2025-01-18,2626,0,0
2025-01-18,2627,0,3
2025-01-18,2629,0,1
2025-01-18,2630,0,0
2025-01-18,2632,0,0
2025-01-18,2634,1,0
2025-01-18,2635,1,1
2025-01-18,2638,0,0
2025-01-18,2641,0,0
2025-01-18,2642,0,1
2025-01-18,2644,0,1
2025-01-18,2646,0,0
2025-01-18,2649,0,1
2025-01-18,2651,0,0
2025-01-19,2654,1,3
2025-01-19,2655,1,2
2025-01-19,2658,0,0
2025-01-19,2659,0,2
2025-01-19,2660,0,0
2025-01-19,2663,0,0
2025-01-19,2665,0,0
2025-01-19,2668,1,0
2025-01-19,2669,0,2
2025-01-19,2670,0,0
2025-01-19,2673,1,1
2025-01-19,2675,0,0
2025-01-19,2676,1,1
2025-01-19,2678,0,0
2025-01-19,2679,0,2
2025-01-19,2682,0,1
2025-01-19,2683,0,1
2025-01-19,2686,1,0
2025-01-19,2689,1,0
2025-01-19,2691,1,1
2025-01-19,2694,0,2
2025-01-19,2695,0,0
2025-01-19,2698,0,1
2025-01-19,2700,0,0
2025-01-19,2703,1,2
2025-01-19,2706,0,0
2025-01-19,2707,1,2
2025-01-19,2710,0,0
2025-01-19,2711,0,0
2025-01-19,2712,0,2
2025-01-19,2714,1,1
2025-01-19,2717,0,0
2025-01-19,2719,1,0
2025-01-19,2720,0,1
2025-01-19,2721,0,0
2025-01-19,2723,1,2
2025-01-19,2724,0,2
2025-01-19,2726,1,0
2025-01-19,2728,0,1
2025-01-20,2729,1,0
2025-01-20,2731,0,3
2025-01-20,2733,0,0
2025-01-20,2735,0,1
2025-01-20,2738,0,2
2025-01-20,2741,0,0
2025-01-20,2742,0,2
2025-01-20,2744,0,1
2025-01-20,2746,1,0
2025-01-20,2748,0,0
2025-01-20,2749,1,2
2025-01-20,2750,0,0
2025-01-20,2752,1,2
2025-01-20,2753,1,3
2025-01-20,2755,0,2
2025-01-20,2756,0,0
2025-01-20,2759,0,1
2025-01-20,2762,1,0
2025-01-20,2763,0,2
2025-01-20,2766,0,0
2025-01-20,2769,0,1
2025-01-20,2772,0,2
2025-01-20,2775,0,3
2025-01-20,2776,1,0
2025-01-20,2778,0,0
2025-01-20,2779,0,0
2025-01-20,2780,0,2
2025-01-20,2781,0,0
2025-01-20,2783,0,0
2025-01-20,2784,0,0
2025-01-20,2787,0,1
2025-01-20,2788,0,0
2025-01-20,2790,0,0
2025-01-20,2793,1,0
2025-01-20,2794,0,0
2025-01-20,2795,1,1
2025-01-20,2796,1,1
2025-01-20,2799,0,2
2025-01-20,2802,1,0
2025-01-20,2803,0,2
2025-01-20,2806,1,2
2025-01-20,2807,0,0
2025-01-20,2809,0,0
2025-01-20,2810,0,2
2025-01-20,2813,0,2
2025-01-20,2814,1,1
2025-01-20,2815,0,0
2025-01-20,2817,0,0
2025-01-20,2818,1,2
2025-01-20,2820,0,3
2025-01-20,2821,1,1
2025-01-20,2822,0,0
2025-01-20,2824,1,0
2025-01-20,2827,0,1
2025-01-20,2829,0,3
2025-01-20,2831,1,2
2025-01-20,2834,0,0
2025-01-20,2835,0,0
2025-01-20,2837,0,0
2025-01-20,2838,1,2
2025-01-20,2839,0,0
2025-01-20,2841,1,0
2025-01-20,2842,0,1
2025-01-20,2843,0,1
2025-01-20,2845,1,0
2025-01-20,2847,0,3
2025-01-20,2850,0,1
2025-01-20,2852,0,0
2025-01-20,2855,1,0
2025-01-20,2858,0,1
2025-01-20,2859,0,1
2025-01-20,2862,0,0
2025-01-20,2863,1,0
2025-01-20,2864,1,2
2025-01-20,2865,0,1
2025-01-20,2866,0,1
2025-01-20,2867,1,1
2025-01-20,2869,0,0
2025-01-20,2871,0,0
2025-01-20,2873,1,3
2025-01-20,2874,0,0
2025-01-20,2877,0,1
2025-01-20,2878,0,0
2025-01-20,2879,0,0
2025-01-21,2880,0,1
2025-01-21,2881,0,0
2025-01-21,2884,0,0
2025-01-21,2885,1,0
2025-01-21,2888,0,0
2025-01-21,2889,0,0
2025-01-21,2890,0,0
2025-01-21,2891,1,2
2025-01-21,2892,0,0
2025-01-21,2895,0,1
2025-01-21,2898,0,1
2025-01-21,2900,0,1
2025-01-21,2903,0,0
2025-01-21,2905,1,0
2025-01-21,2907,1,0
2025-01-21,2910,0,0
2025-01-21,2912,1,0
2025-01-21,2914,0,1
2025-01-21,2916,0,1
2025-01-21,2917,0,1
2025-01-21,2920,0,0
2025-01-21,2921,0,0
2025-01-21,2924,0,1
2025-01-21,2926,1,0
2025-01-21,2927,0,0
2025-01-21,2928,0,1
2025-01-21,2931,0,0
2025-01-21,2933,0,0
2025-01-21,2934,1,0
2025-01-21,2935,0,1
2025-01-21,2936,0,1
2025-01-21,2937,0,2
2025-01-21,2940,0,0
2025-01-21,2941,1,0
2025-01-21,2944,1,0
2025-01-21,2945,0,2
2025-01-21,2947,0,1
2025-01-21,2948,0,0
2025-01-21,2950,1,1
2025-01-21,2952,0,1
2025-01-21,2955,0,0
2025-01-21,2958,1,0
2025-01-21,2959,0,1
2025-01-21,2960,0,1
2025-01-21,2962,0,1
2025-01-21,2965,0,1
2025-01-21,2966,0,0
2025-01-21,2969,0,1
2025-01-21,2970,1,0
2025-01-21,2971,1,2
2025-01-21,2974,1,1
2025-01-21,2977,1,2
2025-01-21,2979,0,3
